# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
POL12	YBL035C	YBL035C	protein_coding	2	17	5	77	0	0	0	0	44	0	0	0	5	0	0	0	0	1	1	0	0	17	33
POL2	YNL262W	YNL262W	protein_coding	0	12	19	41	0	0	0	0	22	0	0	0	19	0	0	0	0	0	0	0	0	12	19
POL3	YDL102W	YDL102W	protein_coding	0	17	12	93	0	0	0	0	42	0	0	0	12	0	0	0	0	0	0	0	0	17	51
POL30	YBR088C	YBR088C	protein_coding	0	1	0	103	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	1	49
POL31	YJR006W	YJR006W	protein_coding	0	6	8	72	0	0	0	0	46	0	0	0	8	0	0	0	0	0	0	0	0	6	26
POL32	YJR043C	YJR043C	protein_coding	0	6	5	84	0	0	0	0	32	0	0	0	5	0	0	0	0	0	0	0	0	6	52
POL4	YCR014C	YCR014C	protein_coding	0	2	8	48	0	0	0	0	30	0	0	0	8	0	0	0	0	0	0	0	0	2	18
POL5	YEL055C	YEL055C	protein_coding	0	19	13	89	0	0	0	0	58	0	0	0	13	0	0	0	0	0	0	0	0	19	31
POM152	YMR129W	YMR129W	protein_coding	1	5	11	39	0	0	0	0	19	0	0	0	11	0	0	0	0	0	1	0	0	5	20
POM33	YLL023C	YLL023C	protein_coding	0	3	8	88	0	0	0	0	48	0	0	0	8	0	0	0	0	0	0	0	0	3	40
POM34	YLR018C	YLR018C	protein_coding	0	0	1	52	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	0	25
POP1	YNL221C	YNL221C	protein_coding	1	6	14	50	0	0	0	0	23	0	0	0	14	0	0	0	0	0	1	0	0	6	27
POP2	YNR052C	YNR052C	protein_coding	0	1	8	38	0	0	0	0	24	0	0	0	8	0	0	0	0	0	0	0	0	1	14
POP3	YNL282W	YNL282W	protein_coding	0	1	1	81	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	1	57
POP4	YBR257W	YBR257W	protein_coding	0	1	4	39	0	0	0	0	20	0	0	0	4	0	0	0	0	0	0	0	0	1	19
POP5	YAL033W	YAL033W	protein_coding	0	0	2	50	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	0	29
POP6	YGR030C	YGR030C	protein_coding	1	2	3	79	0	0	0	0	49	1	0	0	3	0	0	0	0	1	0	0	0	2	30
POP7	YBR167C	YBR167C	protein_coding	0	1	3	103	0	0	0	0	57	0	0	0	3	0	0	0	0	0	0	0	0	1	46
POP8	YBL018C	YBL018C	protein_coding	0	1	6	117	0	0	0	0	60	0	0	4	6	0	0	0	1	0	0	0	0	0	54
POR1	YNL055C	YNL055C	protein_coding	0	1	1	45	0	0	0	0	45	0	0	0	1	0	0	0	0	0	0	0	0	1	0
POR2	YIL114C	YIL114C	protein_coding	0	1	3	60	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	1	34
POS5	YPL188W	YPL188W	protein_coding	0	3	7	38	0	0	0	0	15	0	0	0	7	0	0	0	0	0	0	0	0	3	23
POT1	YIL160C	YIL160C	protein_coding	1	8	12	112	0	0	0	0	67	0	0	0	12	0	0	0	0	0	1	0	0	8	45
POX1	YGL205W	YGL205W	protein_coding	1	14	12	95	0	0	0	0	49	0	0	0	12	0	0	0	0	0	1	0	0	14	46
PPA2	YMR267W	YMR267W	protein_coding	0	0	4	43	0	0	0	0	18	0	0	0	4	0	0	0	0	0	0	0	0	0	25
PPE1	YHR075C	YHR075C	protein_coding	0	2	3	41	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	0	2	21
PPG1	YNR032W	YNR032W	protein_coding	0	5	5	55	0	0	0	0	38	0	0	0	5	0	0	0	0	0	0	0	0	5	17
PPH21	YDL134C	YDL134C	protein_coding	0	7	2	100	0	0	0	0	64	0	0	0	2	0	0	0	0	0	0	0	0	7	36
PPH22	YDL188C	YDL188C	protein_coding	0	6	2	73	0	0	0	0	49	0	0	0	2	0	0	0	0	0	0	0	0	6	24
PPH3	YDR075W	YDR075W	protein_coding	0	5	0	96	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	5	31
PPM1	YDR435C	YDR435C	protein_coding	0	0	6	57	0	0	0	0	22	0	0	0	6	0	0	0	0	0	0	0	0	0	35
PPM2	YOL141W	YOL141W	protein_coding	0	11	15	95	0	0	0	0	33	0	0	0	15	0	0	0	0	0	0	0	0	11	62
PPN1	YDR452W	YDR452W	protein_coding	1	1	6	45	0	0	0	0	22	1	0	0	6	0	0	0	0	0	0	0	0	1	23
PPQ1	YPL179W	YPL179W	protein_coding	0	3	6	64	0	0	0	0	31	0	0	0	6	0	0	0	0	0	0	0	0	3	33
PPR1	YLR014C	YLR014C	protein_coding	0	5	6	52	0	0	0	0	24	0	0	0	6	0	0	0	0	0	0	0	0	5	28
PPS1	YBR276C	YBR276C	protein_coding	1	5	7	72	0	0	0	0	51	1	0	0	7	0	0	0	0	0	0	0	0	5	21
PPT1	YGR123C	YGR123C	protein_coding	0	1	6	46	0	0	0	0	25	0	0	0	6	0	0	0	0	0	0	0	0	1	21
PPT2	YPL148C	YPL148C	protein_coding	0	2	6	54	0	0	0	0	19	0	0	0	6	0	0	0	0	0	0	0	0	2	35
PPX1	YHR201C	YHR201C	protein_coding	0	1	4	42	0	0	0	0	18	0	0	0	4	0	0	0	0	0	0	0	0	1	24
PPZ1	YML016C	YML016C	protein_coding	0	8	4	107	0	0	0	0	52	0	0	0	4	0	0	0	0	0	0	0	0	8	55
PPZ2	YDR436W	YDR436W	protein_coding	0	1	7	61	0	0	0	0	33	0	0	0	7	0	0	0	0	0	0	0	0	1	28
PRB1	YEL060C	YEL060C	protein_coding	0	12	8	89	0	0	0	0	37	0	0	0	8	0	0	0	0	0	0	0	0	12	52
PRC1	YMR297W	YMR297W	protein_coding	0	12	6	77	0	0	0	0	31	0	0	0	6	0	0	0	0	0	0	0	0	12	46
PRD1	YCL057W	YCL057W	protein_coding	0	3	5	33	0	0	0	0	15	0	0	0	5	0	0	0	0	0	0	0	0	3	18
PRE1	YER012W	YER012W	protein_coding	0	2	0	43	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	2	23
PRE10	YOR362C	YOR362C	protein_coding	0	1	6	32	0	0	0	0	11	0	0	0	6	0	0	0	0	0	0	0	0	1	21
PRE2	YPR103W	YPR103W	protein_coding	0	0	5	41	0	0	0	0	31	0	0	0	5	0	0	0	0	0	0	0	0	0	10
PRE3	YJL001W	YJL001W	protein_coding	0	1	5	74	0	0	0	0	33	0	0	1	5	0	0	0	0	0	0	0	0	1	40
PRE4	YFR050C	YFR050C	protein_coding	0	0	2	64	0	0	0	0	36	0	0	0	2	0	0	0	0	0	0	0	0	0	28
PRE5	YMR314W	YMR314W	protein_coding	0	0	4	72	0	0	0	0	47	0	0	0	4	0	0	0	0	0	0	0	0	0	25
PRE6	YOL038W	YOL038W	protein_coding	0	3	1	51	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	3	35
PRE7	YBL041W	YBL041W	protein_coding	0	3	4	99	0	0	0	0	47	0	1	0	4	0	0	0	0	0	0	0	0	2	52
PRE8	YML092C	YML092C	protein_coding	1	4	5	104	0	0	0	0	47	0	0	0	5	0	0	0	0	0	1	0	0	4	57
PRE9	YGR135W	YGR135W	protein_coding	0	0	3	43	0	0	0	0	28	0	0	0	3	0	0	0	0	0	0	0	0	0	15
PRI1	YIR008C	YIR008C	protein_coding	0	1	5	68	0	0	0	0	45	0	0	0	5	0	0	0	0	0	0	0	0	1	23
PRI2	YKL045W	YKL045W	protein_coding	0	12	3	67	0	0	0	0	31	0	0	0	3	0	0	0	0	0	0	0	0	12	36
PRK1	YIL095W	YIL095W	protein_coding	0	5	13	86	0	0	0	0	57	0	0	0	13	0	0	0	0	0	0	0	0	5	29
PRM1	YNL279W	YNL279W	protein_coding	0	2	8	52	0	0	0	0	23	0	0	0	8	0	0	0	0	0	0	0	0	2	29
PRM10	YJL108C	YJL108C	protein_coding	0	5	0	54	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	5	29
PRM15	YMR278W	YMR278W	protein_coding	0	3	3	51	0	0	0	0	28	0	0	0	3	0	0	0	0	0	0	0	0	3	23
PRM2	YIL037C	YIL037C	protein_coding	0	6	12	75	0	0	0	0	44	0	0	0	12	0	0	0	0	0	0	0	0	6	31
PRM3	YPL192C	YPL192C	protein_coding	0	2	2	35	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	2	16
PRM4	YPL156C	YPL156C	protein_coding	0	3	1	57	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	3	23
PRM5	YIL117C	YIL117C	protein_coding	0	3	6	76	0	0	0	0	56	0	0	0	6	0	0	0	0	0	0	0	0	3	20
PRM6	YML047C	YML047C	protein_coding	0	4	7	46	0	0	0	0	21	0	0	0	7	0	0	0	0	0	0	0	0	4	25
PRM7	YDL039C	YDL039C	protein_coding	1	7	22	66	0	0	0	0	15	0	0	0	22	0	0	0	0	0	1	0	0	7	51
PRM8	YGL053W	YGL053W	protein_coding	0	0	0	61	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	25
PRM9	YAR031W	YAR031W	protein_coding	2	2	8	140	0	0	0	0	54	1	0	0	8	0	0	0	0	0	1	0	0	2	86
PRO1	YDR300C	YDR300C	protein_coding	0	5	2	71	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	0	5	24
PRO2	YOR323C	YOR323C	protein_coding	0	3	4	46	0	0	0	0	33	0	0	0	4	0	0	0	0	0	0	0	0	3	13
PRO3	YER023W	YER023W	protein_coding	0	4	4	100	0	0	0	0	45	0	0	0	4	0	0	0	0	0	0	0	0	4	55
PRP11	YDL043C	YDL043C	protein_coding	1	1	2	53	0	0	0	0	38	0	0	0	2	0	0	0	0	0	1	0	0	1	15
PRP16	YKR086W	YKR086W	protein_coding	0	15	9	79	0	0	0	0	33	0	0	0	9	0	0	0	0	0	0	0	0	15	46
PRP18	YGR006W	YGR006W	protein_coding	0	0	4	78	0	0	0	0	36	0	0	0	4	0	0	0	0	0	0	0	0	0	42
PRP19	YLL036C	YLL036C	protein_coding	0	7	13	70	0	0	0	0	42	0	0	0	13	0	0	0	0	0	0	0	0	7	28
PRP2	YNR011C	YNR011C	protein_coding	0	5	12	45	0	0	0	0	22	0	0	0	12	0	0	0	0	0	0	0	0	5	23
PRP21	YJL203W	YJL203W	protein_coding	0	6	7	82	0	0	0	0	40	0	0	0	7	0	0	0	0	0	0	0	0	6	42
PRP22	YER013W	YER013W	protein_coding	0	3	13	43	0	0	0	0	21	0	0	0	13	0	0	0	0	0	0	0	0	3	22
PRP24	YMR268C	YMR268C	protein_coding	0	2	5	49	0	0	0	0	24	0	0	0	5	0	0	0	0	0	0	0	0	2	25
PRP28	YDR243C	YDR243C	protein_coding	0	1	6	57	0	0	0	0	26	0	0	0	6	0	0	0	0	0	0	0	0	1	31
PRP3	YDR473C	YDR473C	protein_coding	0	2	4	67	0	0	0	0	26	0	0	0	4	0	0	0	0	0	0	0	0	2	41
PRP31	YGR091W	YGR091W	protein_coding	0	0	4	38	0	0	0	0	18	0	0	0	4	0	0	0	0	0	0	0	0	0	20
PRP38	YGR075C	YGR075C	protein_coding	0	1	2	60	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	1	34
PRP39	YML046W	YML046W	protein_coding	0	5	10	40	0	0	0	0	8	0	0	0	10	0	0	0	0	0	0	0	0	5	32
PRP4	YPR178W	YPR178W	protein_coding	0	5	3	55	0	0	0	0	30	0	0	0	3	0	0	0	0	0	0	0	0	5	25
PRP40	YKL012W	YKL012W	protein_coding	0	3	8	78	0	0	0	0	35	0	0	0	8	0	0	0	1	0	0	0	1	2	43
PRP42	YDR235W	YDR235W	protein_coding	0	3	3	67	0	0	0	0	33	0	0	0	3	0	0	0	1	0	0	0	1	2	34
PRP43	YGL120C	YGL120C	protein_coding	0	5	9	47	0	0	0	0	16	0	0	0	9	0	0	0	0	0	0	0	0	5	31
PRP45	YAL032C	YAL032C	protein_coding	0	3	1	63	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	3	32
PRP46	YPL151C	YPL151C	protein_coding	0	6	6	50	0	0	0	0	29	0	0	0	6	0	0	0	0	0	0	0	0	6	21
PRP5	YBR237W	YBR237W	protein_coding	0	8	22	102	0	0	0	0	44	0	0	0	22	0	0	0	0	0	0	0	0	8	58
PRP6	YBR055C	YBR055C	protein_coding	0	10	9	79	0	0	0	0	53	0	0	0	9	0	0	0	0	0	0	0	0	10	26
PRP8	YHR165C	YHR165C	protein_coding	1	30	24	95	0	0	0	0	48	0	0	0	24	0	0	0	0	0	1	0	0	30	47
PRP9	YDL030W	YDL030W	protein_coding	0	2	5	38	0	0	0	0	18	0	0	0	5	0	0	0	0	0	0	0	0	2	20
PRR1	YKL116C	YKL116C	protein_coding	0	7	12	120	0	0	0	0	70	0	0	0	12	0	0	0	0	0	0	0	0	7	50
PRR2	YDL214C	YDL214C	protein_coding	0	6	14	111	0	0	0	0	27	0	0	0	14	0	0	0	0	0	0	0	0	6	84
PRS1	YKL181W	YKL181W	protein_coding	0	2	4	85	0	0	0	0	46	0	0	0	4	0	0	0	0	0	0	0	0	2	39
PRS2	YER099C	YER099C	protein_coding	0	1	8	66	0	0	0	0	26	0	0	0	8	0	0	0	0	0	0	0	0	1	40
PRS3	YHL011C	YHL011C	protein_coding	0	3	0	95	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	3	53
PRS4	YBL068W	YBL068W	protein_coding	0	2	1	36	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	2	14
PRS5	YOL061W	YOL061W	protein_coding	1	10	9	123	0	0	0	0	54	0	0	0	9	0	0	0	0	0	1	0	0	10	69
PRT1	YOR361C	YOR361C	protein_coding	0	1	4	42	0	0	0	0	18	0	0	0	4	0	0	0	0	0	0	0	0	1	24
PRX1	YBL064C	YBL064C	protein_coding	0	0	1	27	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	12
PRY1	YJL079C	YJL079C	protein_coding	0	1	2	93	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	0	1	69
PRY2	YKR013W	YKR013W	protein_coding	0	0	5	40	0	0	0	0	27	0	0	0	5	0	0	0	0	0	0	0	0	0	13
PRY3	YJL078C	YJL078C	protein_coding	0	7	45	58	0	0	0	0	27	0	0	0	45	0	0	0	0	0	0	0	0	7	31
PSA1	YDL055C	YDL055C	protein_coding	1	0	1	38	0	0	0	0	14	0	0	0	1	0	0	0	0	0	1	0	0	0	24
PSD1	YNL169C	YNL169C	protein_coding	0	0	1	39	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	18
PSD2	YGR170W	YGR170W	protein_coding	1	7	10	62	0	0	0	0	27	1	0	0	10	0	0	0	0	0	0	0	0	7	35
PSE1	YMR308C	YMR308C	protein_coding	0	9	6	58	0	0	0	0	29	0	0	0	6	0	0	0	0	0	0	0	0	9	29
PSF1	YDR013W	YDR013W	protein_coding	0	1	1	55	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	1	28
PSF2	YJL072C	YJL072C	protein_coding	0	1	2	34	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	1	15
PSF3	YOL146W	YOL146W	protein_coding	0	6	2	92	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	0	6	48
PSH1	YOL054W	YOL054W	protein_coding	0	3	4	67	0	0	0	0	42	0	0	0	4	0	0	0	0	0	0	0	0	3	25
PSK1	YAL017W	YAL017W	protein_coding	0	3	10	41	0	0	0	0	25	0	0	0	10	0	0	0	0	0	0	0	0	3	16
PSK2	YOL045W	YOL045W	protein_coding	1	17	8	90	0	0	0	0	60	0	0	0	8	0	0	0	0	0	1	0	0	17	30
PSO2	YMR137C	YMR137C	protein_coding	1	3	5	50	0	0	0	0	24	1	0	0	5	0	0	0	0	0	0	0	0	3	26
PSP1	YDR505C	YDR505C	protein_coding	0	20	15	113	0	0	0	0	42	0	0	0	15	0	0	0	0	0	0	0	0	20	71
PSP2	YML017W	YML017W	protein_coding	2	2	11	96	0	0	0	0	41	0	0	3	11	0	0	0	0	0	0	2	1	1	52
PSR1	YLL010C	YLL010C	protein_coding	0	3	3	71	0	0	0	0	44	0	0	0	3	0	0	0	0	0	0	0	0	3	27
PSR2	YLR019W	YLR019W	protein_coding	0	2	5	51	0	0	0	0	25	0	0	0	5	0	0	0	0	0	0	0	0	2	26
PST1	YDR055W	YDR055W	protein_coding	0	5	4	60	0	0	0	0	36	0	0	0	4	0	0	0	0	0	0	0	0	5	24
PST2	YDR032C	YDR032C	protein_coding	0	2	2	45	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	0	2	23
PSY1	YKL076C	YKL076C	protein_coding	0	0	1	42	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0	19
PSY2	YNL201C	YNL201C	protein_coding	1	10	8	78	0	0	0	0	27	1	0	0	8	0	0	0	0	0	0	0	0	10	51
PSY3	YLR376C	YLR376C	protein_coding	0	1	1	120	0	0	0	0	57	0	0	0	1	0	0	0	0	0	0	0	0	1	63
PSY4	YBL046W	YBL046W	protein_coding	0	9	10	88	0	0	0	0	54	0	0	0	10	0	0	0	0	0	0	0	0	9	34
PTA1	YAL043C	YAL043C	protein_coding	0	18	11	105	0	0	0	0	61	0	0	0	11	0	0	0	0	0	0	0	0	18	44
PTC1	YDL006W	YDL006W	protein_coding	0	0	2	93	0	0	0	0	37	0	0	0	2	0	0	0	0	0	0	0	0	0	56
PTC2	YER089C	YER089C	protein_coding	0	2	5	83	0	0	0	0	58	0	0	0	5	0	0	0	0	0	0	0	0	2	25
PTC3	YBL056W	YBL056W	protein_coding	0	3	2	82	0	0	0	0	56	0	0	0	2	0	0	0	0	0	0	0	0	3	26
PTC4	YBR125C	YBR125C	protein_coding	0	2	6	76	0	0	0	0	36	0	0	0	6	0	0	0	0	0	0	0	0	2	40
PTC5	YOR090C	YOR090C	protein_coding	0	16	9	119	0	0	0	0	63	0	0	0	9	0	0	0	0	0	0	0	0	16	56
PTC6	YCR079W	YCR079W	protein_coding	0	9	6	85	0	0	0	0	45	0	0	0	6	0	0	0	0	0	0	0	0	9	40
PTC7	YHR076W	YHR076W	protein_coding	1	0	5	43	0	0	0	0	24	0	0	0	5	0	0	0	0	0	0	1	0	0	19
PTH1	YHR189W	YHR189W	protein_coding	0	2	3	49	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	0	2	29
PTH2	YBL057C	YBL057C	protein_coding	0	2	1	68	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	2	40
PTI1	YGR156W	YGR156W	protein_coding	0	5	0	93	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	5	45
PTK1	YKL198C	YKL198C	protein_coding	0	2	8	72	0	0	0	0	35	0	0	0	8	0	0	0	0	0	0	0	0	2	37
PTK2	YJR059W	YJR059W	protein_coding	1	21	8	93	0	0	0	0	32	0	0	0	8	0	0	0	0	0	1	0	0	21	61
PTM1	YKL039W	YKL039W	protein_coding	0	0	4	47	0	0	0	0	24	0	0	0	4	0	0	0	0	0	0	0	0	0	23
PTP1	YDL230W	YDL230W	protein_coding	0	1	10	31	0	0	0	0	15	0	0	0	10	0	0	0	0	0	0	0	0	1	16
PTP2	YOR208W	YOR208W	protein_coding	0	1	13	56	0	0	0	0	32	0	0	0	13	0	0	0	0	0	0	0	0	1	24
PTP3	YER075C	YER075C	protein_coding	0	3	8	50	1	0	0	0	25	0	0	0	7	0	0	0	0	0	0	0	0	3	25
PTR2	YKR093W	YKR093W	protein_coding	0	14	10	94	0	0	0	0	39	0	0	0	10	0	0	0	0	0	0	0	0	14	55
PTR3	YFR029W	YFR029W	protein_coding	0	6	18	72	0	0	0	0	23	0	0	0	18	0	0	0	0	0	0	0	0	6	49
PUB1	YNL016W	YNL016W	protein_coding	1	3	8	87	0	0	0	0	14	0	0	0	8	0	0	0	1	0	0	1	0	3	73
PUF2	YPR042C	YPR042C	protein_coding	0	2	11	56	0	0	0	0	25	0	0	0	11	0	0	0	0	0	0	0	0	2	31
PUF3	YLL013C	YLL013C	protein_coding	0	9	13	88	0	0	0	0	51	0	0	0	13	0	0	0	0	0	0	0	0	9	37
PUF4	YGL014W	YGL014W	protein_coding	0	5	8	64	0	0	0	0	28	0	0	0	8	0	0	0	0	0	0	0	0	5	36
PUF6	YDR496C	YDR496C	protein_coding	0	5	5	96	0	0	0	0	16	0	0	0	5	0	0	0	0	0	0	0	0	5	80
PUG1	YER185W	YER185W	protein_coding	1	9	3	169	0	0	0	0	90	0	0	0	3	0	0	0	0	0	1	0	0	9	79
PUN1	YLR414C	YLR414C	protein_coding	0	4	0	90	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	4	50
PUP1	YOR157C	YOR157C	protein_coding	1	2	5	54	0	0	0	0	28	0	0	0	5	0	0	0	0	0	1	0	0	2	26
PUP2	YGR253C	YGR253C	protein_coding	0	4	3	110	0	0	0	0	62	0	0	0	3	0	0	0	0	0	0	0	0	4	48
PUP3	YER094C	YER094C	protein_coding	1	2	4	55	0	0	0	0	27	1	0	0	4	0	0	0	0	1	0	0	0	2	28
PUS1	YPL212C	YPL212C	protein_coding	0	5	5	31	0	0	0	0	15	0	0	0	5	0	0	0	0	0	0	0	0	5	16
PUS2	YGL063W	YGL063W	protein_coding	0	0	5	46	0	0	0	0	21	0	0	0	5	0	0	0	0	0	0	0	0	0	25
PUS4	YNL292W	YNL292W	protein_coding	0	2	1	54	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	2	20
PUS5	YLR165C	YLR165C	protein_coding	0	1	3	78	0	0	0	0	50	0	0	0	3	0	0	0	0	0	0	0	0	1	28
PUS6	YGR169C	YGR169C	protein_coding	1	1	5	54	0	0	0	0	33	0	0	0	5	0	0	0	0	0	1	0	0	1	21
PUS7	YOR243C	YOR243C	protein_coding	0	4	10	50	0	0	0	0	19	0	0	0	10	0	0	0	0	0	0	0	0	4	31
PUS9	YDL036C	YDL036C	protein_coding	0	3	5	92	0	0	0	0	68	0	0	0	5	0	0	0	0	0	0	0	0	3	24
PUT1	YLR142W	YLR142W	protein_coding	0	3	7	46	0	0	0	0	25	0	0	0	7	0	0	0	0	0	0	0	0	3	21
PUT2	YHR037W	YHR037W	protein_coding	0	6	8	111	0	0	0	0	56	0	0	0	8	0	0	0	0	0	0	0	0	6	55
PUT3	YKL015W	YKL015W	protein_coding	1	20	13	94	0	0	0	0	46	1	0	0	13	0	0	0	0	0	0	0	0	20	48
PUT4	YOR348C	YOR348C	protein_coding	0	8	8	35	0	0	0	0	19	0	0	0	8	0	0	0	0	0	0	0	0	8	16
PWP1	YLR196W	YLR196W	protein_coding	0	9	8	53	0	0	0	0	27	0	0	0	8	0	0	0	0	0	0	0	0	9	26
PWP2	YCR057C	YCR057C	protein_coding	0	2	7	55	0	0	0	0	26	0	0	0	7	0	0	0	0	0	0	0	0	2	29
PWR1	PWR1	PWR1	lincRNA	0	0	0	195	0	0	0	0	56	0	0	0	0	15	0	0	0	0	0	0	0	0	124
PXA1	YPL147W	YPL147W	protein_coding	0	8	11	62	0	0	0	0	35	0	0	0	11	0	0	0	0	0	0	0	0	8	27
PXA2	YKL188C	YKL188C	protein_coding	0	9	3	131	0	0	0	0	66	0	0	0	3	0	0	0	0	0	0	0	0	9	65
PXL1	YKR090W	YKR090W	protein_coding	1	12	7	96	0	0	0	0	59	0	0	0	7	0	0	0	0	0	1	0	0	12	37
PXR1	YGR280C	YGR280C	protein_coding	0	1	3	81	0	0	0	0	38	0	0	0	3	0	0	0	0	0	0	0	0	1	43
PYC1	YGL062W	YGL062W	protein_coding	0	8	8	51	0	0	0	0	26	0	0	0	8	0	0	0	0	0	0	0	0	8	25
PYC2	YBR218C	YBR218C	protein_coding	0	16	10	91	0	0	0	0	35	0	0	0	10	0	0	0	0	0	0	0	0	16	56
PYK2	YOR347C	YOR347C	protein_coding	0	5	2	45	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	0	5	23
PZF1	YPR186C	YPR186C	protein_coding	0	1	1	45	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	1	15
QCR10	YHR001W-A	YHR001W-A	protein_coding	0	2	0	68	0	0	0	0	36	0	0	1	0	0	0	0	1	0	0	0	0	1	32
QCR2	YPR191W	YPR191W	protein_coding	0	5	6	106	0	0	0	0	92	0	0	0	6	0	0	0	0	0	0	0	0	5	14
QCR6	YFR033C	YFR033C	protein_coding	0	0	1	70	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0	47
QCR7	YDR529C	YDR529C	protein_coding	0	1	1	123	0	0	0	0	70	0	0	0	1	0	0	0	0	0	0	0	0	1	53
QCR8	YJL166W	YJL166W	protein_coding	0	0	0	92	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	35
QCR9	YGR183C	YGR183C	protein_coding	0	4	1	123	0	0	0	0	55	0	0	5	1	0	0	0	0	0	0	0	0	4	63
QDR1	YIL120W	YIL120W	protein_coding	0	17	9	116	0	0	0	0	54	0	0	0	9	0	0	0	0	0	0	0	0	17	62
QDR2	YIL121W	YIL121W	protein_coding	1	9	7	126	0	0	0	0	66	0	0	0	7	0	0	0	1	0	0	1	0	9	60
QDR3	YBR043C	YBR043C	protein_coding	0	13	6	96	0	0	0	0	29	0	0	0	6	0	0	0	0	0	0	0	0	13	67
QNS1	YHR074W	YHR074W	protein_coding	0	3	3	41	0	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	0	3	20
QRI1	YDL103C	YDL103C	protein_coding	0	11	3	101	0	0	0	0	48	0	0	0	3	0	0	0	0	0	0	0	0	11	53
QRI5	YLR204W	YLR204W	protein_coding	0	1	1	81	0	0	0	0	60	0	0	0	1	0	0	0	0	0	0	0	0	1	21
QRI7	YDL104C	YDL104C	protein_coding	0	7	6	96	0	0	0	0	48	0	0	0	6	0	0	0	0	0	0	0	0	7	48
RAD1	YPL022W	YPL022W	protein_coding	0	21	13	115	0	0	0	0	64	0	0	0	13	0	0	0	0	0	0	0	0	21	51
RAD10	YML095C	YML095C	protein_coding	0	2	2	109	0	0	0	0	60	0	0	0	2	0	0	0	0	0	0	0	0	2	49
RAD14	YMR201C	YMR201C	protein_coding	1	2	7	54	0	0	0	0	31	0	0	0	7	0	0	0	0	0	1	0	0	2	23
RAD16	YBR114W	YBR114W	protein_coding	0	19	11	104	0	0	0	0	47	0	0	0	11	0	0	0	0	0	0	0	0	19	57
RAD17	YOR368W	YOR368W	protein_coding	0	2	1	60	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	0	2	22
RAD18	YCR066W	YCR066W	protein_coding	0	1	6	64	0	0	0	0	36	0	0	0	6	0	0	0	0	0	0	0	0	1	28
RAD2	YGR258C	YGR258C	protein_coding	1	17	17	84	0	0	0	0	60	0	0	0	17	0	0	0	0	0	1	0	0	17	24
